DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,cod_departamento,cod_municipio,region,FEX_C,cant_hog_completos,cant_hogares_vivienda,clase,tipo_vivienda
8379943,1,1,1,Caldas,Marmato,Central,"142,6903233",1,1,Centro poblado / Rural disperso,Casa
8379944,1,1,1,Caldas,Marmato,Central,"42,74841122",1,1,Centro poblado / Rural disperso,Casa
8379945,1,1,1,Caldas,Marmato,Central,"131,7210188",1,1,Centro poblado / Rural disperso,Casa
8379946,1,1,1,Caldas,Marmato,Central,"136,5729363",1,1,Centro poblado / Rural disperso,Casa
8379947,1,1,1,Caldas,Marmato,Central,"42,74841122",1,1,Centro poblado / Rural disperso,Casa
8379948,1,1,1,Caldas,Marmato,Central,"42,74841122",1,1,Centro poblado / Rural disperso,Casa
8379949,1,1,1,Caldas,Marmato,Central,"84,15204651",1,1,Centro poblado / Rural disperso,Casa
8379950,1,1,1,Caldas,Marmato,Central,"42,74841122",1,1,Centro poblado / Rural disperso,Casa
8379951,1,1,1,Caldas,Marmato,Central,"31,11579338",1,1,Centro poblado / Rural disperso,Apartamento
8379952,1,1,1,Caldas,Marmato,Central,"71,22981519",1,1,Centro poblado / Rural disperso,Casa
8379953,1,1,1,Caldas,Marmato,Central,"31,11579338",1,1,Centro poblado / Rural disperso,Apartamento
8379954,1,1,1,Caldas,Marmato,Central,"31,11579338",1,1,Centro poblado / Rural disperso,Apartamento
8379955,1,1,1,Caldas,Marmato,Central,"31,11579338",1,1,Centro poblado / Rural disperso,Casa
8379956,1,1,1,Caldas,Marmato,Central,"101,8293822",1,1,Centro poblado / Rural disperso,Casa
8379957,1,1,1,Caldas,Marmato,Central,"31,11579338",1,1,Centro poblado / Rural disperso,Apartamento
8379958,1,1,1,Caldas,Marmato,Central,"31,11579338",1,1,Centro poblado / Rural disperso,Casa
8379959,1,1,1,Caldas,Marmato,Central,"31,11579338",1,1,Centro poblado / Rural disperso,Casa
8379960,1,1,1,Caldas,Marmato,Central,"104,3437527",1,1,Centro poblado / Rural disperso,Apartamento
8379984,1,1,1,Caldas,Aguadas,Central,"141,453331",1,1,Centro poblado / Rural disperso,Casa
8379985,1,1,1,Caldas,Aguadas,Central,"40,8366534",1,1,Centro poblado / Rural disperso,Casa
8379987,1,1,1,Caldas,Aguadas,Central,"40,8366534",1,1,Centro poblado / Rural disperso,Casa
8379988,1,1,1,Caldas,Aguadas,Central,"108,9345599",1,1,Centro poblado / Rural disperso,Casa
8379989,1,1,1,Caldas,Aguadas,Central,"40,8366534",1,1,Centro poblado / Rural disperso,Cuarto(s)
8379990,1,1,1,Caldas,Aguadas,Central,"138,2767519",1,1,Centro poblado / Rural disperso,Apartamento
8379991,1,1,1,Caldas,Aguadas,Central,"40,8366534",1,1,Centro poblado / Rural disperso,Apartamento
8379992,1,1,1,Caldas,Aguadas,Central,"40,8366534",1,1,Centro poblado / Rural disperso,Casa
8379993,1,1,1,Caldas,Aguadas,Central,"40,8366534",1,1,Centro poblado / Rural disperso,Casa
8379994,1,1,1,Caldas,Aguadas,Central,"40,8366534",1,1,Centro poblado / Rural disperso,Casa
8379995,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8379996,1,1,1,Caldas,Aguadas,Central,"173,2428287",1,1,Centro poblado / Rural disperso,Casa
8379997,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8379998,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8379999,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8380000,1,1,1,Caldas,Aguadas,Central,"119,7277358",1,1,Centro poblado / Rural disperso,Casa
8380001,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8380002,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8380003,1,1,1,Caldas,Aguadas,Central,"47,65308674",1,1,Centro poblado / Rural disperso,Casa
8380004,1,1,1,Caldas,Aguadas,Central,"62,19219912",1,1,Centro poblado / Rural disperso,Casa
8380005,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8380006,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8380007,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8380008,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8380009,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8380010,1,1,1,Caldas,Aguadas,Central,"68,70912184",1,1,Centro poblado / Rural disperso,Casa
8380011,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8380012,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8380013,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8380014,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8380015,1,1,1,Caldas,Aguadas,Central,"48,930283",1,1,Centro poblado / Rural disperso,Casa
8380016,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8380017,1,1,1,Caldas,Aguadas,Central,"98,61599456",1,1,Centro poblado / Rural disperso,Casa
8380018,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8380019,1,1,1,Caldas,Aguadas,Central,"88,20576282",1,1,Centro poblado / Rural disperso,Casa
8380020,1,1,1,Caldas,Aguadas,Central,"100,6763241",1,1,Centro poblado / Rural disperso,Casa
8380022,1,1,1,Caldas,Aguadas,Central,"65,21780895",1,1,Centro poblado / Rural disperso,Casa
8380023,1,1,1,Caldas,Aguadas,Central,"98,61599456",1,1,Centro poblado / Rural disperso,Casa
8380026,1,1,1,Caldas,Samaná,Central,"40,81843384",1,1,Centro poblado / Rural disperso,Casa
8380027,1,1,1,Caldas,Samaná,Central,"141,3790779",1,1,Centro poblado / Rural disperso,Casa
8380028,1,1,1,Caldas,Samaná,Central,"40,81843384",1,1,Centro poblado / Rural disperso,Casa
8380029,1,1,1,Caldas,Samaná,Central,"40,81843384",1,1,Centro poblado / Rural disperso,Casa
8380030,1,1,1,Caldas,Samaná,Central,"73,87923209",1,1,Centro poblado / Rural disperso,Casa
8380032,1,1,1,Caldas,Samaná,Central,"57,97764589",1,1,Centro poblado / Rural disperso,Casa
8380033,1,1,1,Caldas,Samaná,Central,"40,81843384",1,1,Centro poblado / Rural disperso,Casa
8380034,1,1,1,Caldas,Samaná,Central,"40,81843384",1,1,Centro poblado / Rural disperso,Casa
8380035,1,1,1,Caldas,Samaná,Central,"40,81843384",1,1,Centro poblado / Rural disperso,Casa
8380037,1,1,1,Caldas,Samaná,Central,"183,6829523",1,1,Centro poblado / Rural disperso,Casa
8380038,1,1,1,Caldas,Samaná,Central,"45,92073807",1,1,Centro poblado / Rural disperso,Casa
8380040,1,1,1,Caldas,Samaná,Central,"45,92073807",1,1,Centro poblado / Rural disperso,Casa
8380041,1,1,1,Caldas,Samaná,Central,"113,6556765",1,1,Centro poblado / Rural disperso,Casa
8380043,1,1,1,Caldas,Samaná,Central,"45,92073807",1,1,Centro poblado / Rural disperso,Casa
8380044,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8380045,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8380046,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8380047,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8380048,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Cuarto(s)
8380049,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Apartamento
8380050,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Apartamento
8380051,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8380052,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8380053,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8382151,1,1,1,Caldas,Manizales,Central,"162,6342275",1,1,Cabecera,Casa
8382152,1,1,1,Caldas,Manizales,Central,"181,9688287",1,1,Cabecera,Casa
8382153,1,1,1,Caldas,Manizales,Central,"398,5829669",1,1,Cabecera,Apartamento
8382154,1,1,1,Caldas,Manizales,Central,"196,7349526",1,1,Cabecera,Apartamento
8382155,1,1,1,Caldas,Manizales,Central,"678,6682624",1,1,Cabecera,Apartamento
8382156,1,1,1,Caldas,Manizales,Central,"210,8547246",1,1,Cabecera,Apartamento
8382157,1,1,1,Caldas,Manizales,Central,"228,1081227",1,1,Cabecera,Apartamento
8382159,1,1,1,Caldas,Manizales,Central,"479,9666456",1,1,Cabecera,Casa
8382161,1,1,1,Caldas,Manizales,Central,"200,0446655",1,1,Cabecera,Casa
8382162,1,1,1,Caldas,Manizales,Central,"139,1269938",1,1,Cabecera,Casa
8382164,1,1,1,Caldas,Manizales,Central,"139,1269938",1,1,Cabecera,Casa
8382165,1,1,1,Caldas,Manizales,Central,"187,9357328",1,1,Cabecera,Casa
8382166,1,1,1,Caldas,Manizales,Central,"320,4433543",1,1,Cabecera,Apartamento
8382167,1,1,1,Caldas,Manizales,Central,"556,5079752",1,1,Cabecera,Apartamento
8382168,1,1,1,Caldas,Manizales,Central,"223,2544136",1,1,Cabecera,Casa
8382169,1,1,1,Caldas,Aguadas,Central,"44,5193322",1,1,Centro poblado / Rural disperso,Casa
8383043,1,1,1,Caldas,Manizales,Central,"416,0228777",1,1,Cabecera,Casa
8383044,1,1,1,Caldas,Manizales,Central,"212,7667099",1,1,Cabecera,Apartamento
8383045,1,1,1,Caldas,Manizales,Central,"133,9238705",1,1,Cabecera,Apartamento
8383046,1,1,1,Caldas,Manizales,Central,"341,6559299",1,1,Cabecera,Casa
8383047,1,1,1,Caldas,Manizales,Central,"429,8657296",1,1,Cabecera,Casa
8383048,1,1,1,Caldas,Manizales,Central,"144,7825626",1,1,Cabecera,Casa
8383051,1,1,1,Caldas,Manizales,Central,"151,5986249",1,1,Cabecera,Cuarto(s)
8383052,1,1,1,Caldas,Manizales,Central,"206,1114031",1,1,Cabecera,Casa
8383053,1,1,1,Caldas,Manizales,Central,"330,143976",1,1,Cabecera,Apartamento
8383054,1,1,1,Caldas,Manizales,Central,"32,15670687",1,1,Centro poblado / Rural disperso,Casa
8383055,1,1,1,Caldas,Manizales,Central,"128,6268275",1,1,Centro poblado / Rural disperso,Casa
8383056,1,1,1,Caldas,Manizales,Central,"32,15670687",1,1,Centro poblado / Rural disperso,Casa
8384541,1,1,1,Caldas,Manizales,Central,"201,78827",1,1,Cabecera,Casa
8384544,1,1,1,Caldas,Manizales,Central,"530,70796",1,1,Cabecera,Apartamento
8384545,1,1,1,Caldas,Manizales,Central,"372,5786777",1,1,Cabecera,Apartamento
8384546,1,1,1,Caldas,Manizales,Central,"249,2209449",1,1,Cabecera,Apartamento
8384547,1,1,1,Caldas,Manizales,Central,"105,8722489",1,1,Cabecera,Cuarto(s)
8384548,1,1,1,Caldas,Manizales,Central,"340,3241957",1,1,Cabecera,Apartamento
8384549,1,1,1,Caldas,Manizales,Central,"189,6518505",1,1,Cabecera,Apartamento
8384550,1,1,1,Caldas,Manizales,Central,"232,6925796",1,1,Cabecera,Apartamento
8384551,1,1,1,Caldas,Manizales,Central,"360,1269739",1,1,Cabecera,Apartamento
8384552,1,1,1,Caldas,Manizales,Central,"188,555165",1,1,Cabecera,Apartamento
8384553,1,1,1,Caldas,Manizales,Central,"275,0279016",1,1,Cabecera,Apartamento
8384554,1,1,1,Caldas,Manizales,Central,"333,1755273",1,1,Cabecera,Apartamento
8384555,1,1,1,Caldas,Manizales,Central,"222,8638532",1,1,Cabecera,Apartamento
8384556,1,1,1,Caldas,Manizales,Central,"250,6613264",1,1,Cabecera,Apartamento
8384557,1,1,1,Caldas,Supía,Central,"291,0913593",1,1,Cabecera,Casa
8384558,1,1,1,Caldas,Supía,Central,"87,83881219",1,1,Cabecera,Casa
8384559,1,1,1,Caldas,Supía,Central,"176,3506329",1,1,Cabecera,Casa
8384560,1,1,1,Caldas,Samaná,Central,"44,86270168",1,1,Centro poblado / Rural disperso,Casa
8384561,1,1,1,Caldas,Samaná,Central,"106,4183192",1,1,Centro poblado / Rural disperso,Casa
8384562,1,1,1,Caldas,Samaná,Central,"65,18871158",1,1,Centro poblado / Rural disperso,Casa
8384563,1,1,1,Caldas,Samaná,Central,"44,86270168",1,1,Centro poblado / Rural disperso,Casa
8384564,1,1,1,Caldas,Samaná,Central,"84,82436105",1,1,Centro poblado / Rural disperso,Casa
8384565,1,1,1,Caldas,Samaná,Central,"52,72371412",1,1,Centro poblado / Rural disperso,Casa
8384566,1,1,1,Caldas,Samaná,Central,"44,86270168",1,1,Centro poblado / Rural disperso,Casa
8384567,1,1,1,Caldas,Samaná,Central,"179,4508067",1,1,Centro poblado / Rural disperso,Casa
8384568,1,1,1,Caldas,Samaná,Central,"60,09682344",1,1,Centro poblado / Rural disperso,Casa
8384569,1,1,1,Caldas,Samaná,Central,"44,86270168",1,1,Centro poblado / Rural disperso,Casa
8384570,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8384571,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8384572,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8384574,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8384575,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8384576,1,1,1,Caldas,Pensilvania,Central,"71,68095851",1,1,Centro poblado / Rural disperso,Casa
8384577,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8384578,1,1,1,Caldas,Pensilvania,Central,"74,14713831",1,1,Centro poblado / Rural disperso,Casa
8384579,1,1,1,Caldas,Pensilvania,Central,"53,51034005",1,1,Centro poblado / Rural disperso,Casa
8385694,1,1,1,Caldas,Manizales,Central,"316,3610839",1,1,Cabecera,Apartamento
8385695,1,1,1,Caldas,Manizales,Central,"222,2580416",1,1,Cabecera,Casa
8385696,1,1,1,Caldas,Manizales,Central,"183,2548588",1,1,Cabecera,Apartamento
8385697,1,1,1,Caldas,Manizales,Central,"105,8722489",1,1,Cabecera,Apartamento
8385698,1,1,1,Caldas,Manizales,Central,"194,2273115",1,1,Cabecera,Apartamento
8385699,1,1,1,Caldas,Manizales,Central,"105,8722489",1,1,Cabecera,Cuarto(s)
8385700,1,1,1,Caldas,Manizales,Central,"105,8722489",1,1,Cabecera,Cuarto(s)
8385701,1,1,1,Caldas,Manizales,Central,"252,7186676",1,1,Cabecera,Casa
8385702,1,1,1,Caldas,Manizales,Central,"358,6520999",1,1,Cabecera,Casa
8385703,1,1,1,Caldas,Manizales,Central,"281,71739",1,1,Cabecera,Cuarto(s)
8385704,1,1,1,Caldas,Manizales,Central,"216,6483593",1,1,Cabecera,Cuarto(s)
8385705,1,1,1,Caldas,Manizales,Central,"180,907242",1,1,Cabecera,Apartamento
8385706,1,1,1,Caldas,Manizales,Central,"133,9238705",1,1,Cabecera,Apartamento
8385707,1,1,1,Caldas,Manizales,Central,"264,5125317",1,1,Cabecera,Apartamento
8385708,1,1,1,Caldas,Manizales,Central,"264,6366247",1,1,Cabecera,Apartamento
8385709,1,1,1,Caldas,Manizales,Central,"150,8119437",1,1,Cabecera,Cuarto(s)
8385710,1,1,1,Caldas,Manizales,Central,"147,3679656",1,1,Cabecera,Cuarto(s)
8385711,1,1,1,Caldas,Manizales,Central,"200,2256443",1,1,Cabecera,Casa
8385712,1,1,1,Caldas,Manizales,Central,"150,8119437",1,1,Cabecera,Cuarto(s)
8385713,1,1,1,Caldas,Manizales,Central,"290,0106189",1,1,Cabecera,Cuarto(s)
8385714,1,1,1,Caldas,Marmato,Central,"42,74841122",1,1,Centro poblado / Rural disperso,Casa
8385715,1,1,1,Caldas,Supía,Central,"45,18209301",1,1,Centro poblado / Rural disperso,Casa
8385716,1,1,1,Caldas,Supía,Central,"45,18209301",1,1,Centro poblado / Rural disperso,Casa
8385717,1,1,1,Caldas,Supía,Central,"45,18209301",1,1,Centro poblado / Rural disperso,Casa
8385719,1,1,1,Caldas,Supía,Central,"88,24287903",1,1,Centro poblado / Rural disperso,Casa
8385720,1,1,1,Caldas,Supía,Central,"180,728372",1,1,Centro poblado / Rural disperso,Casa
8385721,1,1,1,Caldas,Supía,Central,"45,18209301",1,1,Centro poblado / Rural disperso,Casa
8385732,1,1,1,Caldas,Palestina,Central,"149,7168367",1,1,Cabecera,Apartamento
8385733,1,1,1,Caldas,Palestina,Central,"285,7936906",1,1,Cabecera,Apartamento
8385734,1,1,1,Caldas,Palestina,Central,"407,4164879",1,1,Cabecera,Casa
8385735,1,1,1,Caldas,Palestina,Central,"149,7168367",1,1,Cabecera,Casa
8385736,1,1,1,Caldas,Palestina,Central,"385,4188364",1,1,Cabecera,Apartamento
8385737,1,1,1,Caldas,Palestina,Central,"149,7168367",1,1,Cabecera,Apartamento
8385738,1,1,1,Caldas,Palestina,Central,"248,708993",1,1,Cabecera,Casa
8385739,1,1,1,Caldas,Aguadas,Central,"63,75048168",1,1,Centro poblado / Rural disperso,Casa
8385740,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8385741,1,1,1,Caldas,Aguadas,Central,"72,18818252",1,1,Centro poblado / Rural disperso,Casa
8385742,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8385743,1,1,1,Caldas,Aguadas,Central,"84,86222292",1,1,Centro poblado / Rural disperso,Casa
8385744,1,1,1,Caldas,Aguadas,Central,"79,76806199",1,1,Centro poblado / Rural disperso,Casa
8385745,1,1,1,Caldas,Aguadas,Central,"87,92467652",1,1,Centro poblado / Rural disperso,Casa
8385746,1,1,1,Caldas,Aguadas,Central,"44,88272642",1,1,Centro poblado / Rural disperso,Casa
8385747,1,1,1,Caldas,Aguadas,Central,"98,61599456",1,1,Centro poblado / Rural disperso,Casa
8385748,1,1,1,Caldas,Aguadas,Central,"163,0360761",1,1,Centro poblado / Rural disperso,Casa
8385749,1,1,1,Caldas,Manizales,Central,"58,72902228",1,1,Centro poblado / Rural disperso,Casa
8385750,1,1,1,Caldas,Samaná,Central,"44,86270168",1,1,Centro poblado / Rural disperso,Casa
8385751,1,1,1,Caldas,Samaná,Central,"84,82436105",1,1,Centro poblado / Rural disperso,Casa
8385752,1,1,1,Caldas,Samaná,Central,"60,09682344",1,1,Centro poblado / Rural disperso,Casa
8385754,1,1,1,Caldas,Samaná,Central,"44,86270168",1,1,Centro poblado / Rural disperso,Casa
8385755,1,1,1,Caldas,Samaná,Central,"44,86270168",1,1,Centro poblado / Rural disperso,Casa
8385758,1,1,1,Caldas,Pensilvania,Central,"124,4352085",1,1,Centro poblado / Rural disperso,Apartamento
8385759,1,1,1,Caldas,Pensilvania,Central,"38,94920624",1,1,Centro poblado / Rural disperso,Casa
8385760,1,1,1,Caldas,Pensilvania,Central,"38,94920624",1,1,Centro poblado / Rural disperso,Apartamento
8388824,1,1,1,Caldas,Manizales,Central,"187,6172986",1,1,Cabecera,Casa
8388825,1,1,1,Caldas,Manizales,Central,"186,4078",1,1,Cabecera,Casa
8388826,1,1,1,Caldas,Manizales,Central,"261,8725085",1,1,Cabecera,Casa
8388827,1,1,1,Caldas,Manizales,Central,"192,5195312",1,1,Cabecera,Casa
8388828,1,1,1,Caldas,Manizales,Central,"188,8267971",1,1,Cabecera,Casa
8388829,1,1,1,Caldas,Manizales,Central,"496,9663943",1,1,Cabecera,Casa
8388830,1,1,1,Caldas,Manizales,Central,"186,701762",1,1,Cabecera,Casa
8388833,1,1,1,Caldas,Manizales,Central,"159,0602024",1,1,Cabecera,Apartamento
8388834,1,1,1,Caldas,Manizales,Central,"111,301595",1,1,Cabecera,Apartamento
8388835,1,1,1,Caldas,Manizales,Central,"244,8863423",1,1,Cabecera,Apartamento
8388836,1,1,1,Caldas,Manizales,Central,"167,4048381",1,1,Cabecera,Cuarto(s)
8388837,1,1,1,Caldas,Manizales,Central,"577,605095",1,1,Cabecera,Apartamento
8388838,1,1,1,Caldas,Manizales,Central,"260,2120699",1,1,Cabecera,Casa
8388839,1,1,1,Caldas,Manizales,Central,"342,9705156",1,1,Cabecera,Casa
8388840,1,1,1,Caldas,Manizales,Central,"272,3650274",1,1,Cabecera,Apartamento
8388841,1,1,1,Caldas,Manizales,Central,"280,3832103",1,1,Cabecera,Casa
8388842,1,1,1,Caldas,Manizales,Central,"268,7484225",1,1,Cabecera,Apartamento
8388843,1,1,1,Caldas,Manizales,Central,"245,8956259",1,1,Cabecera,Casa
8388844,1,1,1,Caldas,Manizales,Central,"415,1315599",1,1,Cabecera,Casa
8388845,1,1,1,Caldas,Manizales,Central,"148,1661201",1,1,Cabecera,Casa
8388846,1,1,1,Caldas,Manizales,Central,"324,6486608",1,1,Cabecera,Apartamento
8388847,1,1,1,Caldas,Manizales,Central,"105,8722489",1,1,Cabecera,Cuarto(s)
8388848,1,1,1,Caldas,Manizales,Central,"105,8722489",1,1,Cabecera,Cuarto(s)
8388849,1,1,1,Caldas,Manizales,Central,"191,2117815",1,1,Cabecera,Casa
8388850,1,1,1,Caldas,Manizales,Central,"252,7186676",1,1,Cabecera,Cuarto(s)
8388851,1,1,1,Caldas,Manizales,Central,"260,4900528",1,1,Cabecera,Apartamento
8388852,1,1,1,Caldas,Manizales,Central,"248,4679555",1,1,Cabecera,Apartamento
8388853,1,1,1,Caldas,Manizales,Central,"245,8956259",1,1,Cabecera,Cuarto(s)
8388854,1,1,1,Caldas,Manizales,Central,"150,8119437",1,1,Cabecera,Cuarto(s)
8388855,1,1,1,Caldas,Manizales,Central,"194,536349",1,1,Cabecera,Apartamento
8388856,1,1,1,Caldas,Manizales,Central,"172,1700013",1,1,Cabecera,Cuarto(s)
8388857,1,1,1,Caldas,Marmato,Central,"139,8982263",1,1,Centro poblado / Rural disperso,Casa
8388858,1,1,1,Caldas,Supía,Central,"145,9669977",1,1,Cabecera,Casa
8388859,1,1,1,Caldas,Supía,Central,"287,3076267",1,1,Cabecera,Casa
8388860,1,1,1,Caldas,Supía,Central,"87,83881219",1,1,Cabecera,Casa
8388861,1,1,1,Caldas,Supía,Central,"251,9997643",1,1,Cabecera,Casa
8388862,1,1,1,Caldas,Supía,Central,"255,4358567",1,1,Cabecera,Casa
8388863,1,1,1,Caldas,Supía,Central,"132,9983347",1,1,Cabecera,Apartamento
8388865,1,1,1,Caldas,Supía,Central,"45,18209301",1,1,Centro poblado / Rural disperso,Casa
8388866,1,1,1,Caldas,Supía,Central,"45,18209301",1,1,Centro poblado / Rural disperso,Casa
8388867,1,1,1,Caldas,Supía,Central,"49,25664668",1,1,Centro poblado / Rural disperso,Casa
8388868,1,1,1,Caldas,Supía,Central,"187,1945564",1,1,Cabecera,Casa
8388869,1,1,1,Caldas,Supía,Central,"258,2548305",1,1,Cabecera,Casa
8388870,1,1,1,Caldas,Supía,Central,"82,51524782",1,1,Cabecera,Casa
8388871,1,1,1,Caldas,Supía,Central,"217,211641",1,1,Cabecera,Casa
8388872,1,1,1,Caldas,Supía,Central,"82,51524782",1,1,Cabecera,Apartamento
8388873,1,1,1,Caldas,Supía,Central,"82,51524782",1,1,Cabecera,Casa
8388874,1,1,1,Caldas,Supía,Central,"197,2259084",1,1,Cabecera,Apartamento
8388875,1,1,1,Caldas,Supía,Central,"82,51524782",1,1,Cabecera,Casa
